ProductName,ProductID,OriginalPrice,SalePrice,ProductURL,Case,Dial,Strap,Movement,WaterResistant,img_url_1,img_url_2,img_url_3,img_url_4,img_url_5
Sinn Diving,No:1050.040,"HKD 24,300","HKD 21,384",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904867/cm-0/d-0,Diameter       41 mm       Thickness       11.15 mm       Shape       Round       Glass       Sapphire Glass,Color       Black,Color       Black       Width               Material       Silicone,Mechanical,50 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/4902579930349377581.png_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SRPF77K1,"HKD 4,680","HKD 3,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907209/cm-0/d-0,Diameter       45 mm       Thickness       13.2mm       Shape       Round       Glass       Sapphire Glass,Color       Navy,Color       Navy       Width               Material       Silicone,Automatic (4R36),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202101/5469926903138694233.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio G-Shock,No:GWFA1000-1A4,"HKD 6,780","HKD 5,424",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907196/cm-0/d-0,Diameter 56.7 mm Thickness 19.7 mm Shape Round Glass Sapphire Glass,Color Black,Color Red Width Material Resin,Tough Solar,20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202101/5465773266182030622.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Luminox Bear Grylls Survival,No:XB.3703,"HKD 3,900","HKD 3,120",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906488/cm-0/d-0,Diameter       46 mm       Thickness       14 mm       Shape       Round       Glass       Sapphire Glass,Color       Navy,Color       Navy       Width               Material           Nylon,Quartz,20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202009/4710970577951653535.png_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202009/5508264701107560387.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202009/4842366852676906912.jpg_700x650.ashx,N\A,N\A
Sinn,No:1010.010B-2SL,"HKD 22,000","HKD 19,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900753/cm-0/d-0,Diameter 44 mm Thickness 14.7 mm Shape Round Glass Sapphire Glass,Color Blue,Color Silver Width 22 mm Material Stainless Steel,Mechanical,100 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/5486800084350939349.png_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SRPF81K1,"HKD 4,290","HKD 3,432",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907326/cm-0/d-0,Diameter 43.2 mm Thickness 12.6 mm Shape Round Glass Hardlex Crystal,Color Navy,Color Black Width Material Silicone,Automatic (4R35),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202102/4982449175235453370.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Citizen Promaster,No:JR4065-09E,"HKD 4,000","HKD 3,200",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906891/cm-0/d-0,Diameter       44 mm       Thickness       14.3 mm       Shape       Round       Glass       Crystal Glass,Color       Black,Color       Black       Width               Material       Rubber,Eco-Drive,20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202011/4761169777218997558.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Domestic,No:SPB207J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907334/cm-0/d-0,Diameter 42 mm Thickness 12.5 mm Shape Round Glass Sapphire Glass,Color Green,Color Silver Width Material Stainless Steel,Automatic (6R35),20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202102/5356164286549517389.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SUT405P1,"HKD 3,880","HKD 3,104",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907329/cm-0/d-0,Diameter       38.7 mm       Thickness       10.4 mm       Shape       Round       Glass       Hardlex Crystal,Color       Green,Color       Green       Width               Material       Silicone,Automatic (V131),20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202102/5637752680415754176.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SUT403P1,"HKD 3,880","HKD 3,104",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907328/cm-0/d-0,Diameter 38.7 mm Thickness 10.4 mm Shape Round Glass Hardlex Crystal,Color Navy,Color Black Width Material Silicone,Automatic (V131),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202102/5729849538169477191.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SRPF83K1,"HKD 4,290","HKD 3,432",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907327/cm-0/d-0,Diameter 43.2 mm Thickness 12.6 mm Shape Round Glass Hardlex Crystal,Color Military Green,Color Military Green Width Material Silicone,Automatic (4R35),20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202102/5176535683579934884.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SLA045J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907143/cm-0/d-0,Diameter       44.3 mm       Thickness               Shape       Round       Glass       Sapphire Glass,Color,Color       Silver       Width               Material       Stainless Steel,Automatic (8L35),30 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202101/5110312780228869681.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio G-Shock,No:GWFA1000-1A,"HKD 6,780","HKD 5,424",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907194/cm-0/d-0,Diameter 56.7 mm Thickness 19.7 mm Shape Round Glass Sapphire Glass,Color Black,Color Black Width Material Resin,Tough Solar,20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202101/5337067802231949527.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SRPC93K1,"HKD 3,860","HKD 2,309",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905296/cm-0/d-0,Diameter       43.8 mm       Thickness       12.8 mm       Shape       Round       Glass       Mineral Glass,Color       Blue,Color       Silver       Width       22 mm       Material       Stainless Steel,Mechanical(4R35),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/4726585452649400354.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SRPE07K1,"HKD 4,680","HKD 3,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905162/cm-0/d-0,Diameter 45 mm Thickness 13.2 mm Shape Round Glass Sapphire Glass,Color Blue,Color Black Width Material Silicone,Automatic (4R36),20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/5080238522198587728.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Luminox Pacific Diver,No:XS.3123,"HKD 5,600","HKD 4,480",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905618/cm-0/d-0,Diameter 44 mm Thickness 12 mm Shape Round Glass Sapphire Glass,Color Navy,Color Silver Width Material Stainless Steel,Quartz,20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5032199398292558368.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202006/5349200060039203413.jpg_700x650.ashx,N\A,N\A,N\A
Seiko Domestic,No:SPB181J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907142/cm-0/d-0,Diameter       45 mm       Thickness       12.9 mm       Shape       Round       Glass       Sapphire Glass,Color       Black,Color       Silver       Width               Material       Stainless Steel,Automatic (6R35),20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202101/4730852192360043543.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Sinn Diving,No:1010.010-2SL,"HKD 22,000","HKD 19,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900751/cm-0/d-0,Diameter       44 mm       Thickness       14.7 mm       Shape       Round       Glass       Sapphire Glass,Color       Black,Color       Silver       Width       22 mm       Material       Stainless Steel,Mechanical,100 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5625249345301279855.png_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SLA043J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906920/cm-0/d-0,Diameter 39.9 mm Thickness 14.1 mm Shape Round Glass Sapphire Glass,Color Navy,Color Black Width Material Silicone,Automatic (8L35),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202011/5075795237832612176.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SPB185J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906996/cm-0/d-0,Diameter 42 mm Thickness 12.5 mm Shape Round Glass Sapphire Glass,Color Black,Color Silver Width Material Stainless Steel,Automatic (6R35),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202012/5268772424671811520.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Prospex,No:SPB189J1,,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906998/cm-0/d-0,Diameter 42 mm Thickness 12.5 mm Shape Round Glass Sapphire Glass,Color Black,Color Silver Width Material Stainless Steel,Automatic (6R35),20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202012/5350226901550425487.jpg_700x650.ashx,N\A,N\A,N\A,N\A
