ProductName,ProductID,OriginalPrice,SalePrice,ProductURL,Case,Dial,Strap,Movement,WaterResistant,img_url_1,img_url_2,img_url_3,img_url_4,img_url_5
Casio Baby-G,BA110-7A3,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900265/cm-0/d-0,Diameter 43 mm Thickness 15.8 mm Shape Round Glass Mineral Glass,Color Pink,Color White Width Material PU,Quartz,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202010/5347356295487927261.JPG_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BA110CA-4A,"HKD 1,190",HKD 773,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905623/cm-0/d-0,Diameter 46.3 mm Thickness 15.8 mm Shape Round Glass Mineral Glass,Color Multi Color,Color Pink Width Material PU,Quartz,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5602632712225213198.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA240L-7A,"HKD 1,040",HKD 520,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901666/cm-0/d-0,Diameter 46.4 mm Thickness 15.3 mm Shape Round Glass Mineral Glass,Color Multi Color,Color Multi Color Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201910/5659596536810184490.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGS100-7A2,"HKD 1,130",HKD 565,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900934/cm-0/d-0,Diameter 45.2 mm Thickness 13.3 mm Shape Round Glass Mineral Glass,Color White,Color White Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201908/5691514553610458476.png_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BA110-4A2,"HKD 1,190",HKD 714,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905621/cm-0/d-0,Diameter 46.3 mm  Thickness 15.8 mm Shape Round Glass Mineral Glass,Color Multi Color,Color Light Pink Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202006/4674920719209722118.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Lukia,SRWZ10P1,"HKD 2,790","HKD 2,455",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906346/cm-0/d-0,Diameter 36 mm Thickness Shape Round Glass Sapphire Glass,Color Ivory,Color Silver Width Material Stainless Steel,Quartz (7T12),10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202008/4676068498804767520.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Lukia,SRWZ18P1,"HKD 3,080","HKD 2,710",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906347/cm-0/d-0,Diameter 36 mm Thickness Shape Round Glass Sapphire Glass,Color Ivory,Color Silver Width Material Stainless Steel,Quartz (7T12),10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202008/5703795999706509475.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Lukia,SRWZ75P1,"HKD 2,700","HKD 2,376",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900708/cm-0/d-0,Diameter 35.3 mm Thickness Shape Round Glass Sapphire Glass,Color Blue,Color Silver Width 16 mm Material Stainless Steel,Quartz,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5688727290019439260.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Lukia,SRWZ64P1,"HKD 3,380","HKD 2,974",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905450/cm-0/d-0,Diameter 35 mm Thickness 8 mm Shape Round Glass Sapphire Glass,Color Pink,Color Silver & Rose Gold Width 16 mm Material Stainless Steel,Quartz,10ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5681783605438168938.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Seiko Lukia,SRWZ84P1,"HKD 2,780","HKD 1,668",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906170/cm-0/d-0,Diameter 36 mm Thickness Shape Round Glass Sapphire Glass,Color Silver,Color White Width Material Leather,Quartz (7T12),10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/4720155190836994613.jpg_700x650.ashx,N\A,N\A,N\A,N\A
