ProductURL,ProductID,ProductSKU,ProductAvailability
https://www.hepsiburada.com/garmin-instinct-tactical-siyah-akilli-saat-yurt-disindan-p-HBV00000WUKYW?magaza=First%20Sourcer,HB00000WUKYV,HBV00000WUKYW,True
https://www.hepsiburada.com/casio-msg-s200-4adr-kadin-kol-saati-p-HBV00000W2XDO?magaza=First%20Sourcer,HB00000W2XDN,HBV00000W2XDO,True
https://www.hepsiburada.com/seiko-snk371k1-erkek-kol-saati-p-HBV00000ZG6VN?magaza=First%20Sourcer,HB00000ZG6VM,HBV00000ZG6VN,True
https://www.hepsiburada.com/seiko-snzg11k1-erkek-kol-saati-p-HBV00000ZG7UH?magaza=First%20Sourcer,HB00000ZG7UG,HBV00000ZG7UH,True
https://www.hepsiburada.com/seiko-snzh53k1-erkek-kol-saati-p-HBV00000XXLFS?magaza=First%20Sourcer,HB00000XXLFR,HBV00000XXLFS,True
https://www.hepsiburada.com/citizen-jy8051-08e-erkek-kol-saati-p-HBV000017BC14?magaza=First%20Sourcer,HB000017BC13,HBV000017BC14,True
https://www.hepsiburada.com/citizen-nh8356-87a-erkek-kol-saati-p-HBV000017BD03?magaza=First%20Sourcer,HB000017BD02,HBV000017BD03,True
https://www.hepsiburada.com/citizen-jy8069-88e-erkek-kol-saati-titanyum-p-HBV000017BCZT?magaza=First%20Sourcer,HB000017BCZS,HBV000017BCZT,True
https://www.hepsiburada.com/citizen-aw1015-53e-erkek-kol-saati-p-HBV000015Q5UP?magaza=First%20Sourcer,HB000015Q5UO,HBV000015Q5UP,True
https://www.hepsiburada.com/seiko-snzg13k1-erkek-kol-saati-p-HBV00000ZG6VH?magaza=First%20Sourcer,HB00000ZG6VG,HBV00000ZG6VH,True
https://www.hepsiburada.com/seiko-sbsa007-erkek-kol-saati-p-HBV00000ZG6W9?magaza=First%20Sourcer,HB00000ZG6W8,HBV00000ZG6W9,True
https://www.hepsiburada.com/seiko-snzf08j1-erkek-kol-saati-p-HBV00000ZG7UD?magaza=First%20Sourcer,HB00000ZG7UC,HBV00000ZG7UD,True
https://www.hepsiburada.com/xiaomi-ionic-sac-kurutma-fon-makinesi-yurt-disindan-p-HBV000018NI6T?magaza=First%20Sourcer,HB000018NI6S,HBV000018NI6T,True
https://www.hepsiburada.com/citizen-at9031-52l-erkek-kol-saati-p-HBV000015Q5TY?magaza=First%20Sourcer,HB000015Q5TX,HBV000015Q5TY,True
https://www.hepsiburada.com/oem-harley-davidson-on-cam-siperlik-fairing-t-016-p-HBV0000179U65?magaza=First%20Sourcer,HB0000179U64,HBV0000179U65,True
https://www.hepsiburada.com/citizen-cc7014-82e-erkek-kol-saati-titanyum-p-HBV000017BD0N?magaza=First%20Sourcer,HB000017BD0M,HBV000017BD0N,True
https://www.hepsiburada.com/mark-ryden-omuz-cantasi-7229-p-HBV000013F7JG?magaza=First%20Sourcer,HB000013F7JF,HBV000013F7JG,True
https://www.hepsiburada.com/mark-ryden-laptop-notebook-sirt-cantasi-6421-gri-usb-sarj-portlu-p-HBV00001493T4?magaza=First%20Sourcer,HB00001493T3,HBV00001493T4,True
https://www.hepsiburada.com/citizen-ca0618-26h-erkek-kol-saati-p-HBV0000164E4G?magaza=First%20Sourcer,HB0000164E4F,HBV0000164E4G,True
https://www.hepsiburada.com/maono-au-am100-usb-ve-ses-karti-girisli-cok-kanalli-ses-mikseri-yurt-disindan-p-HBV000017TNQF?magaza=First%20Sourcer,HB000017TNQE,HBV000017TNQF,True
https://www.hepsiburada.com/mark-ryden-laptop-notebook-sirt-cantasi-9031y-usb-sarj-portlu-p-HBV00001493TT?magaza=First%20Sourcer,HB00001493TS,HBV00001493TT,True
https://www.hepsiburada.com/mark-ryden-laptop-notebook-sirt-cantasi-6768-siyah-anti-thief-kilitli-p-HBV00001493TE?magaza=First%20Sourcer,HB00001493TD,HBV00001493TE,True
https://www.hepsiburada.com/casio-ga-400-4bdr-g-shock-erkek-kol-saati-p-SASCK0214089?magaza=First%20Sourcer,sasck0214089,SASCK0214089,True
https://www.hepsiburada.com/cincom-ayak-masaj-aleti-djl-168hc-yurt-disindan-p-HBV000014T02S?magaza=First%20Sourcer,HB000014T02R,HBV000014T02S,True
https://www.hepsiburada.com/citizen-at8116-65e-erkek-kol-saati-p-HBV000015Q5T0?magaza=First%20Sourcer,HB000015Q5SZ,HBV000015Q5T0,True
https://www.hepsiburada.com/seiko-ssc625p1-solar-chronograph-erkek-kol-saati-p-HBV00001493YI?magaza=First%20Sourcer,HB00001493YH,HBV00001493YI,True
https://www.hepsiburada.com/dodo-deer-b19-2-el-yapimi-ozel-bamboo-ahsap-erkek-kol-saati-p-HBV0000192ZPC?magaza=First%20Sourcer,HB0000192ZPB,HBV0000192ZPC,True
https://www.hepsiburada.com/bullcaptain-deri-omuz-cantasi-erkek-djb033-p-HBV00000YBY7R?magaza=First%20Sourcer,HB00000YBY7O,HBV00000YBY7R,True
https://www.hepsiburada.com/mark-ryden-seyahat-cantasi-5830-p-HBV000013FLQB?magaza=First%20Sourcer,HB000013FLQA,HBV000013FLQB,True
https://www.hepsiburada.com/seiko-ssa391j1-erkek-kol-saati-p-HBV00000ZG7WL?magaza=First%20Sourcer,HB00000ZG7WK,HBV00000ZG7WL,True
https://www.hepsiburada.com/seiko-sym787k1-kadin-kol-saati-p-HBV000012NU9S?magaza=First%20Sourcer,HB000012NU9R,HBV000012NU9S,True
https://www.hepsiburada.com/maono-au-a04-conderser-studyo-youtuber-ses-kayit-mikrofon-seti-yurt-disindan-p-HBV000017TJKV?magaza=First%20Sourcer,HB000017TJKU,HBV000017TJKV,True
https://www.hepsiburada.com/dodo-deer-d15-1-el-yapimi-ozel-bamboo-ahsap-erkek-kol-saati-p-HBV0000192ZP6?magaza=First%20Sourcer,HB0000192ZP5,HBV0000192ZP6,True
